01-05-21;00:07;20;93;1;1;0
01-05-21;00:37;20;93;1;1;0
01-05-21;01:07;19;93;1;1;0
01-05-21;01:38;19;93;1;1;0
01-05-21;02:08;19;93;1;1;0
01-05-21;02:38;19;93;1;1;0
01-05-21;03:08;19;93;1;1;0
01-05-21;03:38;19;93;1;1;0
01-05-21;04:08;18;93;1;1;0
01-05-21;04:38;18;93;1;1;0
01-05-21;05:08;18;93;0;0;0
01-05-21;05:38;18;93;1;1;0
01-05-21;06:08;18;93;1;1;0
01-05-21;06:38;18;93;1;1;0
01-05-21;07:08;18;93;1;1;0
01-05-21;07:38;18;93;1;1;0
01-05-21;08:08;18;93;1;1;1
01-05-21;08:38;18;93;1;1;1
01-05-21;09:08;18;93;1;1;1
01-05-21;09:38;18;93;1;1;1
01-05-21;10:08;19;93;1;1;1
01-05-21;10:38;19;93;1;1;1
01-05-21;11:08;19;92;1;1;1
01-05-21;11:38;19;93;1;1;1
01-05-21;12:08;20;93;1;1;1
01-05-21;12:38;20;91;1;1;1
01-05-21;13:08;20;91;1;1;1
01-05-21;13:38;20;90;1;1;1
01-05-21;14:08;20;91;1;1;1
01-05-21;14:38;20;93;1;1;1
01-05-21;15:08;20;90;0;0;1
01-05-21;15:38;20;91;1;1;1
01-05-21;16:08;20;90;1;1;1
01-05-21;16:38;20;90;1;1;1
01-05-21;17:08;19;91;1;1;1
01-05-21;17:38;19;92;1;1;1
01-05-21;18:08;19;93;1;1;1
01-05-21;18:38;19;93;1;1;1
01-05-21;19:08;19;93;1;1;1
01-05-21;19:38;19;93;1;1;1
01-05-21;20:08;20;93;1;1;0
01-05-21;20:38;20;93;1;1;0
01-05-21;21:08;20;93;1;1;0
01-05-21;21:38;20;93;1;1;0
01-05-21;22:08;20;93;1;1;0
01-05-21;22:38;20;93;1;1;0
01-05-21;23:08;19;93;1;1;0
01-05-21;23:38;19;93;1;1;0
