02-05-21;00:08;20;93;1;1;0
02-05-21;00:38;20;93;1;1;0
02-05-21;01:08;19;93;1;1;0
02-05-21;01:39;19;93;1;1;0
02-05-21;02:09;19;93;1;1;0
02-05-21;02:39;19;93;1;1;0
02-05-21;03:09;19;93;1;1;0
02-05-21;03:39;0;0;1;1;0
02-05-21;04:09;20;93;1;1;0
02-05-21;04:39;20;93;1;1;0
02-05-21;05:09;20;93;1;1;0
02-05-21;05:39;17;92;1;1;0
02-05-21;06:09;15;91;1;1;0
02-05-21;06:39;15;91;1;1;0
02-05-21;07:09;15;91;1;1;0
02-05-21;07:39;14;91;1;1;0
02-05-21;08:09;15;91;1;1;1
02-05-21;08:39;15;91;1;1;1
02-05-21;09:09;15;91;1;1;1
02-05-21;09:39;15;91;1;1;1
02-05-21;10:09;15;91;1;1;1
02-05-21;10:39;16;92;1;1;1
02-05-21;11:09;16;92;1;1;1
02-05-21;11:39;16;92;0;0;1
02-05-21;12:09;17;92;0;1;1
02-05-21;12:39;18;93;1;1;1
02-05-21;13:09;18;93;1;1;1
02-05-21;13:39;19;93;1;1;1
02-05-21;14:09;19;93;1;1;1
02-05-21;14:39;19;93;1;1;1
02-05-21;15:09;20;93;1;1;1
02-05-21;15:40;20;93;1;1;1
02-05-21;16:10;20;91;1;1;1
02-05-21;16:40;20;91;1;1;1
02-05-21;17:10;19;90;1;1;1
02-05-21;17:40;19;84;1;1;1
02-05-21;18:10;19;90;1;1;1
02-05-21;18:40;19;92;1;1;1
02-05-21;19:10;18;93;1;1;1
02-05-21;19:40;18;93;1;1;1
02-05-21;20:10;18;93;1;1;0
02-05-21;20:40;18;93;1;1;0
02-05-21;21:10;18;93;1;1;0
02-05-21;21:40;19;93;1;1;0
02-05-21;22:10;19;93;1;1;0
02-05-21;22:40;19;93;1;1;0
02-05-21;23:10;19;93;1;1;0
02-05-21;23:40;19;93;1;1;0
