29-04-21;00:22;21;79;1;1;0
29-04-21;00:52;19;83;1;1;0
29-04-21;01:22;21;80;1;1;0
29-04-21;01:52;21;78;0;0;0
29-04-21;02:22;18;74;1;1;0
29-04-21;02:52;17;82;1;1;0
29-04-21;03:22;16;86;1;1;0
29-04-21;03:52;16;80;1;1;0
29-04-21;04:22;16;83;1;1;0
29-04-21;04:52;15;91;1;1;0
29-04-21;05:22;14;91;1;1;0
29-04-21;05:52;14;91;1;1;0
29-04-21;06:22;14;91;1;1;0
29-04-21;06:52;15;85;1;1;0
29-04-21;07:22;15;86;1;1;0
29-04-21;07:52;15;85;1;1;0
29-04-21;08:22;16;87;1;1;1
29-04-21;08:52;17;82;1;1;1
29-04-21;09:22;18;80;1;1;1
29-04-21;09:52;20;79;1;1;1
29-04-21;10:22;21;76;1;1;1
29-04-21;10:52;21;73;1;1;1
29-04-21;11:22;22;73;1;1;1
29-04-21;11:52;22;70;1;1;1
29-04-21;12:22;23;69;1;1;1
29-04-21;12:52;23;69;1;1;1
29-04-21;13:22;23;67;1;1;1
29-04-21;13:52;25;64;1;1;1
29-04-21;14:22;25;54;1;1;1
29-04-21;14:52;25;52;1;1;1
29-04-21;15:22;26;54;1;1;1
29-04-21;15:52;26;54;1;1;1
29-04-21;16:22;26;58;1;1;1
29-04-21;16:52;27;53;1;1;1
29-04-21;17:23;25;59;1;1;1
29-04-21;17:53;23;67;1;1;1
29-04-21;18:23;22;76;1;1;1
29-04-21;18:53;22;75;1;1;1
29-04-21;19:23;23;80;1;1;1
29-04-21;19:53;23;88;1;1;1
29-04-21;20:23;23;91;1;1;0
29-04-21;20:53;21;92;1;1;0
29-04-21;21:23;20;93;1;1;0
29-04-21;21:53;21;94;1;1;0
29-04-21;22:23;21;92;1;1;0
29-04-21;22:53;21;91;1;1;0
29-04-21;23:23;21;92;1;1;0
29-04-21;23:53;21;90;1;1;0
