17-04-21;21:52;22;95;0;0;0
17-04-21;21:52;22;95;0;0;0
17-04-21;21:53;22;95;0;0;0
17-04-21;21:53;22;95;0;0;0
17-04-21;21:53;22;95;0;0;0
17-04-21;21:53;22;95;0;0;0
17-04-21;21:53;22;95;0;0;0
17-04-21;21:53;22;95;0;0;0
17-04-21;21:53;22;95;0;0;0
17-04-21;21:54;22;95;0;0;0
17-04-21;21:54;22;95;0;0;0
17-04-21;21:54;22;95;0;0;0
17-04-21;21:54;22;95;0;0;0
17-04-21;21:54;22;95;0;0;0
17-04-21;21:54;22;95;0;0;1
17-04-21;21:54;22;95;0;1;1
17-04-21;21:55;22;95;0;1;1
17-04-21;21:55;22;95;0;1;1
17-04-21;21:55;22;95;1;1;1
17-04-21;21:55;22;95;1;1;1
17-04-21;21:55;22;95;1;1;1
17-04-21;21:55;22;95;1;1;1
17-04-21;21:55;22;95;1;1;0
17-04-21;21:55;22;95;1;1;0
17-04-21;21:55;22;95;1;1;0
17-04-21;21:56;22;95;0;1;0
17-04-21;21:56;22;95;0;1;0
17-04-21;21:56;22;95;0;1;0
17-04-21;21:56;22;95;0;1;0
17-04-21;21:56;22;95;0;0;0
17-04-21;21:56;22;95;0;0;0
17-04-21;21:56;22;95;0;0;0
