21-04-21;01:40;20;5.;0;0;0
21-04-21;01:40;20;93;0;0;0
21-04-21;01:40;20;5.;0;0;0
21-04-21;01:40;20;93;0;0;0
21-04-21;01:40;20;93;0;0;0
21-04-21;01:41;20;93;0;0;0
21-04-21;01:41;20;93;0;0;1
21-04-21;01:41;20;76;0;0;1
21-04-21;01:41;20;91;0;0;1
21-04-21;01:41;20;93;0;0;1
21-04-21;01:41;20;93;0;0;1
21-04-21;01:41;20;93;0;0;1
21-04-21;01:41;20;93;0;0;1
21-04-21;01:42;20;93;0;0;1
21-04-21;01:42;20;88;0;0;1
21-04-21;01:42;20;93;0;0;1
21-04-21;01:42;20;93;1;0;1
21-04-21;01:42;20;80;1;1;1
21-04-21;01:42;20;93;1;1;0
21-04-21;01:42;20;93;1;1;0
21-04-21;01:42;20;89;1;0;0
21-04-21;01:42;20;93;0;0;0
