25-04-21;03:36;21;83;1;0;0
25-04-21;03:58;21;83;1;0;0
25-04-21;03:59;21;83;1;0;0
25-04-21;04:29;18;77;1;1;0
25-04-21;04:59;15;91;1;1;0
25-04-21;05:29;15;88;1;1;0
25-04-21;05:59;14;91;0;1;0
25-04-21;06:29;14;90;0;1;0
25-04-21;06:59;14;91;0;1;0
25-04-21;07:29;14;91;0;1;0
25-04-21;07:59;14;91;0;1;0
25-04-21;08:29;15;88;0;1;1
25-04-21;08:59;16;82;0;1;1
25-04-21;09:29;18;84;0;1;1
25-04-21;09:59;19;81;1;1;1
25-04-21;10:29;20;79;1;1;1
25-04-21;10:59;21;77;1;1;1
25-04-21;11:29;21;76;1;1;1
25-04-21;11:59;22;78;1;1;1
25-04-21;12:29;22;78;1;1;1
25-04-21;12:59;22;76;1;1;1
25-04-21;13:29;23;69;1;1;1
25-04-21;13:59;24;63;1;1;1
25-04-21;14:29;24;60;1;1;1
25-04-21;14:59;25;53;1;1;1
25-04-21;15:29;24;53;1;1;1
25-04-21;15:59;24;54;1;1;1
25-04-21;16:29;24;53;1;1;1
25-04-21;16:59;24;54;1;1;1
25-04-21;17:29;24;88;1;1;1
25-04-21;17:59;24;71;1;1;1
25-04-21;18:29;23;62;1;1;1
25-04-21;18:59;22;65;1;1;1
25-04-21;19:29;22;70;0;1;1
25-04-21;19:59;21;73;1;1;1
25-04-21;20:29;22;76;1;1;0
25-04-21;20:59;22;81;1;1;0
25-04-21;21:29;22;80;1;1;0
25-04-21;21:59;22;83;1;1;0
25-04-21;22:29;22;83;1;1;0
25-04-21;22:59;22;83;1;1;0
25-04-21;23:29;22;82;1;1;0
25-04-21;23:59;22;82;1;1;0
