30-04-21;00:23;21;91;1;1;0
30-04-21;00:53;20;92;1;1;0
30-04-21;01:23;20;89;1;1;0
30-04-21;01:53;20;89;1;1;0
30-04-21;02:23;20;88;1;1;0
30-04-21;02:53;20;90;1;1;0
30-04-21;03:23;20;93;1;1;0
30-04-21;03:53;20;91;1;1;0
30-04-21;04:23;18;93;1;1;0
30-04-21;04:53;16;92;1;1;0
30-04-21;05:23;15;91;1;1;0
30-04-21;05:53;15;91;1;1;0
30-04-21;06:23;15;91;1;1;0
30-04-21;06:53;15;91;1;1;0
30-04-21;07:23;16;92;1;1;0
30-04-21;07:53;16;92;1;1;0
30-04-21;08:23;17;92;0;1;1
30-04-21;08:53;19;93;1;1;1
30-04-21;08:58;19;93;1;1;1
30-04-21;09:05;19;93;0;0;1
30-04-21;09:36;20;93;1;1;1
30-04-21;10:06;21;94;1;1;1
30-04-21;10:36;21;94;1;1;1
30-04-21;11:06;20;93;1;1;1
30-04-21;11:36;20;93;1;1;1
30-04-21;12:06;20;93;1;1;1
30-04-21;12:36;0;0;1;1;1
30-04-21;13:06;20;93;1;1;1
30-04-21;13:36;20;93;1;1;1
30-04-21;14:06;21;94;1;1;1
30-04-21;14:36;21;93;1;1;1
30-04-21;15:06;23;84;1;1;1
30-04-21;15:36;23;83;1;1;1
30-04-21;16:06;23;81;1;1;1
30-04-21;16:36;23;82;1;1;1
30-04-21;17:07;22;83;1;1;1
30-04-21;17:37;0;0;1;1;1
30-04-21;18:07;21;94;1;1;1
30-04-21;18:37;21;94;1;1;1
30-04-21;19:07;20;93;1;1;1
30-04-21;19:37;20;93;1;1;1
30-04-21;20:07;20;93;1;1;0
30-04-21;20:37;20;93;1;1;0
30-04-21;21:07;20;93;1;1;0
30-04-21;21:37;20;93;1;1;0
30-04-21;22:07;20;93;1;1;0
30-04-21;22:37;20;93;1;1;0
30-04-21;23:07;20;93;1;1;0
30-04-21;23:37;20;93;1;1;0
